"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率","data.means.km.cluster"
"165",2010,2,7,10397,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"166",2010,2,7,10397,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"167",2009,2,9,10466,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"168",2009,2,9,10466,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"169",2009,2,9,10466,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"170",2009,2,9,10466,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"171",2009,2,8,10557,8,2,4,3,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,3,1,0.333333333333333,2
"172",2009,2,8,10557,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,1,0.333333333333333,2
"173",2010,2,8,10557,4,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"174",2010,2,8,10557,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"175",2011,2,8,10557,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"176",2011,2,8,10557,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"177",2011,2,8,10557,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"178",2012,2,8,10557,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"179",2012,2,8,10557,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"180",2013,2,8,10557,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"181",2013,2,8,10557,10,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"182",2009,2,9,10726,5,5,11,11,0,5,1,0,0,6,0,1,0,0,0,0,0,0,0,0.454545454545,0.545454545455,0.454545454545,1,11,5,0.454545454545455,2
"183",2009,2,9,10726,6,13,23,21,3,7,2,0,1,12,3,5,1,0,1,0,0,0,1,0.333333333333,0.571428571429,0.363636363636,0.935064935065,32,12,0.375,2
"184",2009,2,9,10726,7,12,26,23,3,3,1,0,1,7,3,7,2,0,0,1,0,0,1,0.130434782609,0.304347826087,0.192307692308,0.496655518395,55,15,0.272727272727273,2
"185",2009,2,9,10726,8,14,30,27,2,5,0,0,1,8,4,9,1,1,1,0,0,0,2,0.185185185185,0.296296296296,0.241379310345,0.537675606641,82,20,0.24390243902439,2
"186",2009,2,9,10726,9,9,25,24,5,7,3,0,1,13,6,7,1,0,0,0,0,0,0,0.291666666667,0.541666666667,0.32,0.861666666667,106,27,0.254716981132075,2
"187",2009,2,9,10726,10,3,6,6,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,112,29,0.258928571428571,2
"188",2009,1,1,10770,5,5,5,3,0,1,1,0,0,2,1,0,2,0,0,0,0,0,0,0.333333333333,0.666666666667,0.6,1.26666666667,3,1,0.333333333333333,2
"189",2009,1,1,10770,6,6,8,8,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,11,3,0.272727272727273,2
"190",2009,1,1,10770,7,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,3,0.230769230769231,2
"191",2009,1,1,10770,8,12,11,11,1,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0.363636363636,0.363636363636,0.363636363636,0.727272727273,24,7,0.291666666666667,2
"192",2009,1,1,10770,9,10,10,10,0,2,0,0,0,2,1,4,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,34,9,0.264705882352941,2
"193",2009,1,1,10770,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0.257142857142857,2
"194",2010,1,1,10770,9,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
"195",2010,1,6,10794,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,NA,0,NA,0,0,0,5
"196",2010,1,6,10794,4,11,11,8,1,2,0,0,1,5,2,1,3,0,0,0,0,0,0,0.25,0.625,0.454545454545,1.07954545455,8,2,0.25,2
"197",2010,1,6,10794,5,13,27,26,4,8,1,0,1,12,5,5,0,1,0,0,0,0,1,0.307692307692,0.461538461538,0.333333333333,0.794871794872,34,10,0.294117647058824,2
"198",2010,1,6,10794,6,12,16,16,0,3,1,0,0,4,4,4,0,0,0,0,0,0,1,0.1875,0.25,0.1875,0.4375,50,13,0.26,2
"199",2010,1,6,10794,7,11,11,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,61,13,0.213114754098361,2
"200",2010,1,6,10794,8,11,11,9,0,2,0,0,0,2,3,3,2,0,0,0,0,0,0,0.222222222222,0.222222222222,0.363636363636,0.585858585859,70,15,0.214285714285714,2
"201",2010,1,6,10794,9,9,9,7,0,2,1,0,0,3,4,4,1,0,0,1,0,0,0,0.285714285714,0.428571428571,0.333333333333,0.761904761905,77,17,0.220779220779221,2
"202",2011,1,6,10794,4,5,5,3,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0.333333333333,0.333333333333,0.4,0.733333333333,3,1,0.333333333333333,2
"203",2011,1,6,10794,5,10,10,8,0,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0.125,0.125,0.3,0.425,11,2,0.181818181818182,2
"204",2011,1,6,10794,6,6,6,6,0,2,1,0,0,3,3,2,0,0,0,0,0,0,1,0.333333333333,0.5,0.333333333333,0.833333333333,17,4,0.235294117647059,2
"205",2011,1,6,10794,7,11,10,8,0,1,0,0,0,1,3,0,2,0,0,0,0,0,1,0.125,0.125,0.3,0.425,25,5,0.2,2
"206",2011,1,6,10794,8,12,12,12,0,4,2,0,0,6,5,2,0,0,0,0,0,0,0,0.333333333333,0.5,0.333333333333,0.833333333333,37,9,0.243243243243243,2
"207",2011,1,6,10794,9,7,7,6,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0.333333333333,0.333333333333,0.428571428571,0.761904761905,43,11,0.255813953488372,2
"208",2011,1,6,10794,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0.25,2
"209",2012,1,6,10794,3,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2
"210",2012,1,6,10794,4,10,9,9,0,4,1,0,0,5,4,0,0,0,0,0,0,0,1,0.444444444444,0.555555555556,0.444444444444,1,10,5,0.5,2
"211",2012,1,6,10794,5,9,9,9,0,2,1,0,0,3,3,2,0,0,0,0,0,0,0,0.222222222222,0.333333333333,0.222222222222,0.555555555556,19,7,0.368421052631579,2
"212",2012,1,6,10794,6,7,8,6,0,3,0,0,0,3,4,0,0,0,0,2,0,0,0,0.5,0.5,0.375,0.875,25,10,0.4,2
"213",2012,1,6,10794,7,7,7,5,1,2,1,0,0,3,3,1,2,0,0,0,0,0,0,0.4,0.6,0.571428571429,1.17142857143,30,12,0.4,2
"214",2012,1,6,10794,8,8,8,7,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.142857142857,0.142857142857,0.25,0.392857142857,37,13,0.351351351351351,2
"215",2012,1,6,10794,9,13,13,11,0,3,1,0,0,4,2,1,2,0,0,0,0,0,1,0.272727272727,0.363636363636,0.384615384615,0.748251748252,48,16,0.333333333333333,2
"216",2012,1,6,10794,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,16,0.326530612244898,2
"217",2013,1,6,10794,3,3,3,3,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0.666666666667,0.666666666667,0.666666666667,1.33333333333,3,2,0.666666666666667,2
"218",2013,1,6,10794,4,7,7,6,0,2,0,0,0,2,4,0,0,1,0,0,0,0,0,0.333333333333,0.333333333333,0.428571428571,0.761904761905,9,4,0.444444444444444,2
"219",2013,1,6,10794,10,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4,0.363636363636364,2
"220",2009,1,4,10800,4,2,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
"221",2009,1,4,10800,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"222",2009,1,4,10800,6,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5
"223",2009,1,4,10800,7,4,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5
"224",2009,1,4,10800,9,17,34,33,0,3,1,1,0,6,5,9,1,0,0,0,0,0,1,0.0909090909091,0.181818181818,0.117647058824,0.299465240642,46,3,0.0652173913043478,2
"225",2009,2,9,10853,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"226",2009,2,9,10853,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"227",2009,2,9,10853,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"228",2009,1,3,10867,4,16,44,38,4,8,2,1,0,12,3,13,4,0,2,0,0,0,1,0.210526315789,0.315789473684,0.285714285714,0.601503759398,38,8,0.210526315789474,4
"229",2009,1,3,10867,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,38,8,0.210526315789474,5
"230",2010,1,3,10867,6,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"231",2009,1,1,10918,4,17,54,47,3,10,2,0,0,12,3,10,3,0,4,0,0,0,0,0.212765957447,0.255319148936,0.26,0.515319148936,47,10,0.212765957446809,4
"232",2009,1,1,10918,5,17,49,43,5,12,3,0,1,18,2,12,2,1,2,1,0,0,0,0.279069767442,0.418604651163,0.31914893617,0.737753587333,90,22,0.244444444444444,4
"233",2009,1,1,10918,6,9,20,17,1,2,0,0,1,5,3,5,1,0,2,0,0,0,1,0.117647058824,0.294117647059,0.166666666667,0.460784313725,107,24,0.224299065420561,2
"234",2009,1,1,10918,7,10,23,23,1,3,1,0,0,4,0,4,0,0,0,0,0,0,1,0.130434782609,0.173913043478,0.130434782609,0.304347826087,130,27,0.207692307692308,2
"235",2009,1,1,10918,8,18,40,34,4,12,2,0,0,14,7,0,5,0,0,1,1,0,0,0.352941176471,0.411764705882,0.425,0.836764705882,164,39,0.23780487804878,2
"236",2009,1,1,10918,9,13,22,20,3,4,0,0,0,4,1,7,1,1,0,0,0,0,0,0.2,0.2,0.272727272727,0.472727272727,184,43,0.233695652173913,2
"237",2009,1,1,10918,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,43,0.231182795698925,2
"238",2009,2,12,10938,5,7,9,8,2,2,1,0,0,3,0,0,1,0,0,0,0,0,1,0.25,0.375,0.333333333333,0.708333333333,8,2,0.25,2
"239",2009,2,12,10938,6,7,11,11,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0.181818181818,0.181818181818,0.181818181818,0.363636363636,19,4,0.210526315789474,2
"240",2009,2,12,10938,7,10,20,16,2,3,0,1,0,5,2,4,2,2,0,0,0,2,0,0.1875,0.3125,0.35,0.6625,35,7,0.2,2
"241",2009,2,12,10938,8,5,12,11,0,3,0,0,0,3,1,1,0,0,1,0,0,0,0,0.272727272727,0.272727272727,0.272727272727,0.545454545455,46,10,0.217391304347826,2
"242",2010,2,12,10938,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"243",2009,1,5,10939,4,4,8,7,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0,0,5
"244",2009,1,5,10939,5,4,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.142857142857,0.142857142857,13,0,0,5
"245",2009,1,5,10939,6,4,6,6,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,19,1,0.0526315789473684,5
"246",2009,1,5,10939,7,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,1,0.05,5
"247",2009,1,5,10939,8,5,9,9,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,29,2,0.0689655172413793,5
"248",2009,1,5,10939,9,3,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,2,0.0606060606060606,5
"249",2010,1,5,10939,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"250",2010,1,5,10939,4,3,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
"251",2010,1,5,10939,5,3,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,11,0,0,5
"252",2010,1,5,10939,6,4,7,5,0,2,0,0,0,2,1,2,0,0,2,0,0,0,0,0.4,0.4,0.4,0.8,16,2,0.125,5
"253",2010,1,5,10939,7,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,2,0.1,5
"254",2010,1,5,10939,8,4,6,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,24,2,0.0833333333333333,5
"255",2010,1,5,10939,9,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,2,0.0740740740740741,5
"256",2011,1,5,10939,4,2,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"257",2011,1,5,10939,5,3,4,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0,0,5
"258",2011,1,5,10939,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,0,0,5
"259",2012,2,376,10939,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"260",2009,1,5,10998,7,5,13,11,3,4,0,0,0,4,0,3,2,0,0,0,0,0,0,0.363636363636,0.363636363636,0.461538461538,0.825174825175,11,4,0.363636363636364,2
"261",2009,1,5,10998,8,12,37,33,2,6,1,0,1,10,3,10,4,0,0,0,1,0,0,0.181818181818,0.30303030303,0.27027027027,0.573300573301,44,10,0.227272727272727,2
"262",2009,1,5,10998,9,12,31,29,3,11,0,1,1,16,3,4,2,0,0,0,0,0,1,0.379310344828,0.551724137931,0.41935483871,0.971078976641,73,21,0.287671232876712,2
"263",2009,1,5,10998,10,1,2,2,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,2,75,23,0.306666666666667,2
"264",2010,1,5,10998,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"265",2010,1,5,10998,4,4,5,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,1,0.166666666666667,5
"266",2010,1,5,10998,5,3,3,3,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,9,2,0.222222222222222,2
"267",2013,2,376,11031,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"268",2013,2,376,11031,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"269",2013,2,376,11031,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"270",2013,2,376,11031,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"271",2013,2,376,11031,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"272",2013,2,376,11031,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"273",2014,2,376,11031,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"274",2014,2,376,11031,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"275",2014,2,376,11031,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"276",2009,1,3,11034,4,5,11,8,0,1,0,0,0,1,0,2,0,0,3,0,0,0,1,0.125,0.125,0.125,0.25,8,1,0.125,5
"277",2009,1,3,11034,5,5,10,10,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,18,2,0.111111111111111,5
"278",2009,1,3,11034,6,4,6,5,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,23,2,0.0869565217391304,5
"279",2009,1,3,11034,7,5,11,10,1,3,1,1,0,6,0,1,0,0,1,0,0,0,0,0.3,0.6,0.3,0.9,33,5,0.151515151515152,2
"280",2009,1,3,11034,8,4,14,12,1,2,0,0,0,2,1,8,0,0,2,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,45,7,0.155555555555556,2
"281",2009,1,3,11034,9,5,12,10,1,2,0,0,0,2,3,2,1,0,0,1,0,0,0,0.2,0.2,0.25,0.45,55,9,0.163636363636364,2
"282",2009,1,3,11034,10,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,56,10,0.178571428571429,5
"283",2010,1,3,11034,4,4,7,4,1,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0.25,0.25,0.25,0.5,4,1,0.25,2
"284",2010,1,3,11034,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.166666666666667,5
"285",2010,1,3,11034,6,4,5,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,9,1,0.111111111111111,5
"286",2010,1,3,11034,7,2,2,2,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0.5,1,0.5,1.5,11,2,0.181818181818182,5
"287",2010,1,3,11034,9,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,2,0.153846153846154,5
"288",2011,1,3,11034,4,2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
"289",2011,1,3,11034,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,5
"290",2011,1,3,11034,7,3,5,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,8,0,0,5
"291",2011,1,3,11034,8,4,10,10,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,18,1,0.0555555555555556,5
"292",2011,1,3,11034,9,5,14,12,0,2,0,0,0,2,0,3,0,0,2,0,0,0,0,0.166666666667,0.166666666667,0.166666666667,0.333333333333,30,3,0.1,5
"293",2011,1,3,11034,10,3,7,5,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,35,3,0.0857142857142857,5
"294",2012,1,3,11034,4,3,9,8,0,2,0,0,0,2,1,2,1,0,0,0,0,0,1,0.25,0.25,0.333333333333,0.583333333333,8,2,0.25,2
"295",2012,1,3,11034,5,4,10,10,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,18,3,0.166666666666667,5
"296",2012,1,3,11034,6,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,22,4,0.181818181818182,5
"297",2012,1,3,11034,7,4,11,10,2,2,0,0,0,2,0,4,0,0,1,0,0,0,0,0.2,0.2,0.2,0.4,32,6,0.1875,2
"298",2012,1,3,11034,8,4,8,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,38,6,0.157894736842105,5
"299",2012,1,3,11034,9,4,12,12,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0.0833333333333,0.0833333333333,0.0833333333333,0.166666666667,50,7,0.14,5
"300",2012,1,3,11034,10,2,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,54,8,0.148148148148148,5
"301",2013,1,3,11034,3,1,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5
"302",2013,1,3,11034,4,4,7,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.142857142857,0.142857142857,0.142857142857,0.285714285714,8,1,0.125,5
"303",2013,1,3,11034,5,4,6,5,0,1,0,0,0,1,1,2,0,0,1,0,0,0,1,0.2,0.2,0.2,0.4,13,2,0.153846153846154,5
"304",2013,1,3,11034,6,4,8,8,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,21,3,0.142857142857143,5
"305",2013,1,3,11034,7,4,9,9,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0.111111111111,0.111111111111,0.111111111111,0.222222222222,30,4,0.133333333333333,5
"306",2013,1,3,11034,8,4,9,8,0,3,2,0,0,5,1,2,0,0,1,0,0,0,0,0.375,0.625,0.375,1,38,7,0.184210526315789,2
"307",2013,1,3,11034,9,5,8,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,7,0.152173913043478,5
"308",2013,1,3,11034,10,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0.142857142857143,5
"309",2014,1,3,11034,4,3,5,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5
"310",2009,1,5,11048,4,23,103,87,15,33,7,0,8,64,30,12,14,1,0,1,0,0,0,0.379310344828,0.735632183908,0.466019417476,1.20165160138,87,33,0.379310344827586,1
"311",2009,1,5,11048,5,23,100,83,6,18,6,0,4,36,13,17,15,1,0,1,2,0,1,0.21686746988,0.433734939759,0.34,0.773734939759,170,51,0.3,1
"312",2009,1,5,11048,6,18,75,64,4,14,3,0,1,20,7,20,10,1,0,0,2,0,0,0.21875,0.3125,0.333333333333,0.645833333333,234,65,0.277777777777778,4
"313",2009,1,5,11048,7,22,94,75,10,18,5,0,2,29,12,14,15,2,0,2,0,0,2,0.24,0.386666666667,0.372340425532,0.759007092199,309,83,0.268608414239482,1
"314",2009,1,5,11048,8,26,108,92,13,22,9,0,1,34,8,15,16,0,0,0,3,0,2,0.239130434783,0.369565217391,0.351851851852,0.721417069243,401,105,0.261845386533666,1
"315",2009,1,5,11048,9,27,118,96,18,26,7,0,5,48,21,18,18,0,0,4,1,1,2,0.270833333333,0.5,0.372881355932,0.872881355932,497,131,0.263581488933602,1
"316",2009,1,5,11048,10,5,21,21,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0.190476190476,0.190476190476,0.190476190476,0.380952380952,518,135,0.260617760617761,3
"317",2010,1,5,11048,3,5,23,21,3,4,2,0,1,9,5,5,1,0,0,1,0,0,1,0.190476190476,0.428571428571,0.217391304348,0.645962732919,21,4,0.19047619047619,2
"318",2010,1,5,11048,4,22,63,59,5,10,2,0,3,21,9,14,3,1,0,0,0,0,0,0.169491525424,0.35593220339,0.222222222222,0.578154425612,80,14,0.175,4
"319",2010,1,5,11048,5,22,42,34,3,10,2,0,0,12,0,8,8,0,0,0,1,1,0,0.294117647059,0.352941176471,0.428571428571,0.781512605042,114,24,0.210526315789474,4
"320",2010,1,5,11048,6,19,41,37,6,10,0,0,4,22,8,14,4,0,0,0,0,0,0,0.27027027027,0.594594594595,0.341463414634,0.936058009229,151,34,0.225165562913907,4
"321",2010,1,5,11048,7,21,49,45,4,10,2,0,1,15,5,12,4,0,0,0,0,0,0,0.222222222222,0.333333333333,0.285714285714,0.619047619048,196,44,0.224489795918367,4
"322",2010,1,5,11048,8,25,98,89,12,27,3,0,5,45,12,18,9,0,0,0,0,0,1,0.303370786517,0.505617977528,0.367346938776,0.872964916304,285,71,0.249122807017544,1
"323",2010,1,5,11048,9,24,62,52,2,9,1,0,0,10,1,14,8,2,0,0,0,0,0,0.173076923077,0.192307692308,0.306451612903,0.498759305211,337,80,0.237388724035608,4
"324",2010,1,5,11048,10,6,18,16,4,5,0,0,2,11,5,5,2,0,0,0,0,0,1,0.3125,0.6875,0.388888888889,1.07638888889,353,85,0.240793201133144,3
"325",2011,1,5,11048,4,13,42,39,3,6,2,0,0,8,2,5,3,0,0,0,1,0,0,0.153846153846,0.205128205128,0.214285714286,0.419413919414,39,6,0.153846153846154,2
"326",2011,1,5,11048,5,19,67,65,5,16,2,0,3,27,7,7,2,0,0,0,0,0,2,0.246153846154,0.415384615385,0.268656716418,0.684041331803,104,22,0.211538461538462,4
"327",2011,1,5,11048,6,14,45,42,4,9,2,0,0,11,1,3,3,0,0,0,0,1,1,0.214285714286,0.261904761905,0.266666666667,0.528571428571,146,31,0.212328767123288,2
"328",2011,1,5,11048,7,18,53,46,4,9,2,0,2,17,7,8,7,0,0,0,0,0,1,0.195652173913,0.369565217391,0.301886792453,0.671452009844,192,40,0.208333333333333,4
"329",2011,1,5,11048,8,21,65,64,3,12,2,0,3,23,5,8,1,0,0,0,0,0,0,0.1875,0.359375,0.2,0.559375,256,52,0.203125,4
"330",2011,1,5,11048,9,19,59,55,5,15,0,1,4,29,7,15,4,0,0,0,0,0,0,0.272727272727,0.527272727273,0.322033898305,0.849306625578,311,67,0.215434083601286,4
"331",2011,1,5,11048,10,18,41,37,3,9,1,0,0,10,2,7,4,0,0,0,0,0,1,0.243243243243,0.27027027027,0.317073170732,0.587343441002,348,76,0.218390804597701,3
"332",2012,1,5,11048,3,2,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.166666666667,0.166666666667,5,0,0,5
"333",2012,1,5,11048,4,23,73,69,2,21,2,0,1,26,6,12,4,0,0,0,0,0,2,0.304347826087,0.376811594203,0.342465753425,0.719277347628,74,21,0.283783783783784,4
"334",2012,1,5,11048,5,22,81,66,5,15,6,0,0,21,1,11,15,0,0,0,0,1,0,0.227272727273,0.318181818182,0.37037037037,0.688552188552,140,36,0.257142857142857,4
"335",2012,1,5,11048,6,20,81,73,7,19,3,0,3,31,12,14,8,0,0,0,1,0,0,0.260273972603,0.424657534247,0.333333333333,0.75799086758,213,55,0.258215962441315,1
